speaker,global_session,conference,total_utterances,total_explanations,total_decisions,total_new_ideas,total_self_intros,total_minutes_spoken,first_minute,last_minute
Laura Schaefer,2021_06_11_SLU_S10_SLU,2021_06_11_SLU_S10,38,3,0,6,6,650.0,10.0,19.716666666666665
Nathaniel Gabor,2021_06_11_SLU_S1_SLU,2021_06_11_SLU_S1,26,3,0,5,4,620.0,10.0,19.316666666666663
Justin Bahl,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,13,1,0,5,6,588.0,11.333333333333334,17.816666666666666
Kezia Manlove,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,21,1,0,5,10,575.0,9.816666666666666,17.583333333333332
Harris Wang,2021_04_22_MND_S7_MND,2021_04_22_MND_S7,11,2,0,5,1,573.0,9.983333333333333,18.616666666666667
Lisa Kaltenegger,2021_06_11_SLU_S9_SLU,2021_06_11_SLU_S9,92,6,0,4,3,1142.0,10.066666666666666,19.783333333333335
Timothy W Lyons,2021_06_11_SLU_S3_SLU,2021_06_11_SLU_S3,71,6,0,4,8,1142.0,9.533333333333331,18.983333333333334
Lisa Kaltenegger,2021_06_10_SLU_S3_SLU,2021_06_10_SLU_S3,55,0,0,4,6,981.0,9.866666666666667,19.533333333333335
Marie,2021_04_23_MND_S7_MND,2021_04_23_MND_S7,41,3,0,4,5,787.0,10.0,18.2
Mini Das,2021_05_21_ABI_S6_ABI,2021_05_21_ABI_S6,56,1,0,4,6,722.0,9.633333333333333,17.516666666666666
Shawn Domagal,2021_06_10_SLU_S7_SLU,2021_06_10_SLU_S7,60,2,0,4,10,692.0,10.0,18.933333333333337
Ana Bento,2021_09_30_MZT_S5_MZT,2021_09_30_MZT_S5,17,2,0,4,4,626.0,9.233333333333333,18.183333333333337
Jin Zhang,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,38,1,0,4,1,589.0,10.016666666666667,19.4
Stilianos Louca,2021_06_11_SLU_S3_SLU,2021_06_11_SLU_S3,23,2,0,4,3,576.0,9.533333333333331,18.533333333333335
Tori Hoehler,2021_06_11_SLU_S5_SLU,2021_06_11_SLU_S5,39,0,0,4,3,575.0,10.0,19.35
Tavis Anderson,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,27,0,0,4,6,554.0,9.45,19.116666666666667
Michael Burton,2021_04_23_MND_S3_MND,2021_04_23_MND_S3,21,1,0,4,6,503.0,9.016666666666667,17.083333333333332
Yang,2021_04_23_MND_S8_MND,2021_04_23_MND_S8,9,3,0,4,1,495.0,13.9,16.166666666666668
Meredith MacGregor,2021_06_11_SLU_S9_SLU,2021_06_11_SLU_S9,28,2,0,4,2,377.0,10.2,18.95
Joyoni Dey,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,14,3,0,4,2,328.0,9.983333333333333,19.383333333333333
Guillaume Bastille-Rousseau,2021_09_30_MZT_S2_MZT,2021_09_30_MZT_S2,38,0,0,4,2,220.2,9.75,16.766666666666666
Christopher Hamilton,2021_06_10_SLU_S6_SLU,2021_06_10_SLU_S6,22,6,0,3,5,902.0,10.333333333333334,19.016666666666666
Dr. Anna Moore,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,69,3,0,3,9,871.0,9.983333333333333,19.55
Maria Fernandez,2021_09_30_MZT_S5_MZT,2021_09_30_MZT_S5,20,5,0,3,5,839.0,9.233333333333333,17.966666666666665
Katherine de Kleer,2021_06_11_SLU_S12_SLU,2021_06_11_SLU_S12,37,1,0,3,5,810.0,10.116666666666667,19.45
Katharine White,2021_05_21_ABI_S1_ABI,2021_05_21_ABI_S1,39,1,0,3,3,785.0,9.983333333333333,18.233333333333334
Nicolas Cowan,2021_06_11_SLU_S10_SLU,2021_06_11_SLU_S10,47,3,0,3,10,733.0,10.0,19.533333333333335
Lisa Kaltenegger,2021_06_11_SLU_S4_SLU,2021_06_11_SLU_S4,58,2,0,3,5,707.0,9.983333333333333,17.633333333333333
Aida Ebrahimi,2021_04_22_MND_S4_MND,2021_04_22_MND_S4,36,1,0,3,3,671.0,9.983333333333333,17.766666666666666
Sara Zimmer,2021_10_01_MZT_S7_MZT,2021_10_01_MZT_S7,39,2,0,3,2,670.0,9.983333333333333,19.25
Lingyan Shi,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,14,3,0,3,1,651.0,9.25,18.066666666666663
Maryellen Giger UChicago,2021_05_21_ABI_S5_ABI,2021_05_21_ABI_S5,69,3,0,3,4,641.0,9.916666666666666,16.55
Christopher Hamilton,2021_06_11_SLU_S4_SLU,2021_06_11_SLU_S4,28,0,0,3,4,629.0,9.983333333333333,19.866666666666667
Faranak Fattahi,2021_04_22_MND_S3_MND,2021_04_22_MND_S3,26,1,0,3,2,617.0,1.0,8.866666666666667
Tori Hoehler,2021_06_11_SLU_S2_SLU,2021_06_11_SLU_S2,53,0,0,3,4,592.0,9.95,19.166666666666668
Domenico (Nick) Galati,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,14,5,0,3,2,577.0,10.516666666666667,18.716666666666665
Nicolas Cowan,2021_06_11_SLU_S6_SLU,2021_06_11_SLU_S6,32,1,0,3,2,574.0,9.95,19.9
Nathaniel Gabor,2021_06_10_SLU_S7_SLU,2021_06_10_SLU_S7,29,2,0,3,2,567.0,10.0,19.2
Rosa Krajmalnik,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,48,1,0,3,8,564.5,10.25,17.316666666666666
Eliza Kempton,2021_06_11_SLU_S2_SLU,2021_06_11_SLU_S2,23,6,0,3,5,553.0,9.95,18.866666666666667
Lingyan Shi,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,10,5,0,3,1,552.0,10.333333333333334,16.433333333333334
Courtney Dressing,2021_06_11_SLU_S8_SLU,2021_06_11_SLU_S8,40,2,0,3,8,515.0,10.216666666666669,19.933333333333337
Shikha Nangia,2021_04_22_MND_S4_MND,2021_04_22_MND_S4,18,2,0,3,6,509.0,10.366666666666667,17.516666666666666
Sixian You,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,11,3,0,3,1,470.0,10.75,19.133333333333333
Sixian You,2021_05_20_ABI_S7_ABI,2021_05_20_ABI_S7,20,0,0,3,2,462.0,9.95,19.2
Hilke Schlichting,2021_06_10_SLU_S6_SLU,2021_06_10_SLU_S6,29,2,0,3,4,461.0,9.983333333333333,18.433333333333337
Dimitar Sasselov,2021_06_11_SLU_S4_SLU,2021_06_11_SLU_S4,22,1,0,3,2,456.0,10.083333333333334,18.816666666666663
Lingyan Shi,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,13,2,0,3,2,456.0,10.016666666666667,19.483333333333334
Jay Forsythe,2021_06_11_SLU_S11_SLU,2021_06_11_SLU_S11,11,0,0,3,6,445.0,10.933333333333334,20.1
Elaine Hsiao,2021_04_23_MND_S11_MND,2021_04_23_MND_S11,14,2,0,3,0,427.0,9.916666666666666,19.616666666666667
Kezia Manlove,2021_10_01_MZT_S2_MZT,2021_10_01_MZT_S2,12,1,0,3,2,410.0,12.233333333333333,18.183333333333337
Mark Mimee,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,20,2,0,3,2,406.0,13.0,19.25
Angela Arenas,2021_10_01_MZT_S8_MZT,2021_10_01_MZT_S8,12,0,0,3,5,395.0,10.583333333333334,19.116666666666667
Flavio Frohlich,2021_04_22_MND_S1_MND,2021_04_22_MND_S1,12,0,0,3,3,379.0,0.1833333333333333,4.083333333333333
Kai Zhang,2021_04_23_MND_S11_MND,2021_04_23_MND_S11,42,2,0,3,4,359.0,9.916666666666666,19.466666666666665
Will Ludington,2021_04_23_MND_S7_MND,2021_04_23_MND_S7,22,1,0,3,2,341.0,10.183333333333334,20.033333333333335
Alexandra Dickinson,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,16,3,0,3,3,340.0,10.0,18.116666666666667
Eliza Kempton,2021_06_10_SLU_S3_SLU,2021_06_10_SLU_S3,11,1,0,3,2,337.0,9.883333333333333,19.216666666666665
Lu Wei,2021_05_21_ABI_S3_ABI,2021_05_21_ABI_S3,11,2,0,3,6,316.0,11.066666666666666,16.45
Ulugbek Kamilov,2021_05_21_ABI_S12_ABI,2021_05_21_ABI_S12,26,1,0,3,2,314.0,10.0,19.683333333333337
Hongfu Liu,2021_10_01_MZT_S8_MZT,2021_10_01_MZT_S8,7,3,0,3,2,311.0,11.9,17.016666666666666
Keith Hawkins,2021_06_10_SLU_S3_SLU,2021_06_10_SLU_S3,10,2,0,3,4,310.0,9.866666666666667,19.666666666666668
Adela Oliva Chavez,2021_10_01_MZT_S2_MZT,2021_10_01_MZT_S2,17,1,0,3,3,300.0,10.383333333333333,19.016666666666666
Ulugbek Kamilov,2021_05_20_ABI_S4_ABI,2021_05_20_ABI_S4,24,3,0,3,3,259.0,10.25,20.15
Gongjie Li,2021_06_10_SLU_S5_SLU,2021_06_10_SLU_S5,9,1,0,3,1,230.0,10.933333333333334,16.55
Michael O'Bananu Coleman,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,14,3,0,3,1,229.0,10.05,19.233333333333334
Crystal Rogers,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,11,1,0,3,0,224.0,10.366666666666667,18.733333333333334
Ziming Yang,2021_06_11_SLU_S5_SLU,2021_06_11_SLU_S5,5,4,0,3,3,214.0,13.5,18.2
Hilke Schlichting,2021_06_11_SLU_S2_SLU,2021_06_11_SLU_S2,10,0,0,3,3,204.0,10.433333333333334,17.583333333333332
Hilke Schlichting,2021_06_11_SLU_S5_SLU,2021_06_11_SLU_S5,10,0,0,3,3,200.0,10.933333333333334,18.066666666666663
Liliana Salvador,2021_10_01_MZT_S7_MZT,2021_10_01_MZT_S7,12,1,0,3,2,173.0,12.05,16.983333333333334
Maryellen Giger,2021_05_20_ABI_S4_ABI,2021_05_20_ABI_S4,112,7,0,2,15,1215.0,10.25,19.633333333333333
Justin Bahl,2021_10_01_MZT_S4_MZT,2021_10_01_MZT_S4,44,4,0,2,7,901.0,10.016666666666667,18.6
Dimitar Sasselov,2021_06_10_SLU_S2_SLU,2021_06_10_SLU_S2,56,3,0,2,5,871.0,9.766666666666667,18.7
Wilfred van der Donk,2021_10_01_MZT_S11_MZT,2021_10_01_MZT_S11,42,1,0,2,4,765.0,10.0,19.216666666666665
Benjamin Bartelle,2021_05_21_ABI_S8_ABI,2021_05_21_ABI_S8,54,1,0,2,8,756.0,10.016666666666667,19.983333333333334
Judith Eisen,2021_04_23_MND_S12_MND,2021_04_23_MND_S12,41,2,0,2,7,705.0,9.7,19.45
Rosa Krajmalnik,2021_04_23_MND_S8_MND,2021_04_23_MND_S8,56,3,0,2,12,695.0,10.1,17.916666666666668
Ping Wang,2021_05_20_ABI_S2_ABI,2021_05_20_ABI_S2,49,1,0,2,6,692.0,10.216666666666669,19.533333333333335
Maria Fernandez,2021_10_01_MZT_S1_MZT,2021_10_01_MZT_S1,33,1,0,2,7,666.0,9.983333333333333,19.016666666666666
Lauren Charles,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,57,0,0,2,3,655.0,9.45,19.333333333333332
Shikha Nangia,2021_04_22_MND_S1_MND,2021_04_22_MND_S1,14,2,0,2,5,653.0,0.0,8.3
Keith Hawkins,2021_06_11_SLU_S9_SLU,2021_06_11_SLU_S9,27,2,0,2,6,642.0,11.25,19.75
Niki Parenteau,2021_06_11_SLU_S1_SLU,2021_06_11_SLU_S1,60,2,0,2,4,641.0,10.2,19.3
Andrew Vanderburg,2021_06_11_SLU_S12_SLU,2021_06_11_SLU_S12,41,6,0,2,1,638.0,10.116666666666667,20.0
Laura Barge,2021_06_10_SLU_S5_SLU,2021_06_10_SLU_S5,26,3,0,2,4,616.0,10.016666666666667,18.4
Ferdinand Schweser,2021_05_21_ABI_S13_ABI,2021_05_21_ABI_S13,23,2,0,2,1,615.0,10.0,17.516666666666666
Christopher Hamilton,2021_06_11_SLU_S13_SLU,2021_06_11_SLU_S13,21,0,0,2,1,599.0,10.883333333333333,17.8
Edwin Kite,2021_06_11_SLU_S7_SLU,2021_06_11_SLU_S7,18,1,0,2,2,599.0,10.0,19.416666666666668
Lingyan Shi,2021_05_20_ABI_S5_ABI,2021_05_20_ABI_S5,39,4,0,2,1,599.0,10.0,19.716666666666665
Kristen Maitland,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,35,2,0,2,3,591.0,10.583333333333334,20.25
Jenny Maloney,2021_09_30_MZT_S4_MZT,2021_09_30_MZT_S4,64,0,0,2,2,588.0,9.983333333333333,18.25
Laura Barge,2021_06_11_SLU_S11_SLU,2021_06_11_SLU_S11,28,1,0,2,4,575.0,10.0,19.95
Smadar Naoz,2021_06_11_SLU_S8_SLU,2021_06_11_SLU_S8,36,1,0,2,4,562.0,10.066666666666666,19.266666666666666
Thomas Mansell,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,40,3,0,2,4,561.0,7.833333333333333,13.216666666666669
Kim Pepin,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,19,1,0,2,3,554.0,9.45,19.25
Paola Boggiatto,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,17,3,0,2,4,552.0,12.116666666666667,19.316666666666663
Laura Barge,2021_06_10_SLU_S2_SLU,2021_06_10_SLU_S2,29,4,0,2,2,544.0,9.833333333333334,18.3
Edwin Kite,2021_06_11_SLU_S8_SLU,2021_06_11_SLU_S8,34,3,0,2,1,534.0,10.066666666666666,19.916666666666668
Aaron Engelhart,2021_06_10_SLU_S2_SLU,2021_06_10_SLU_S2,33,2,0,2,1,529.0,9.683333333333334,18.866666666666667
Benjamin Bartelle,2021_05_21_ABI_S12_ABI,2021_05_21_ABI_S12,35,2,0,2,3,519.0,10.0,19.75
Joshua Brake,2021_05_21_ABI_S1_ABI,2021_05_21_ABI_S1,26,0,0,2,3,515.0,9.983333333333333,17.05
Gregory Fournier,2021_06_10_SLU_S6_SLU,2021_06_10_SLU_S6,43,0,0,2,3,514.0,9.983333333333333,17.983333333333334
Ji Wang,2021_06_11_SLU_S7_SLU,2021_06_11_SLU_S7,23,2,0,2,4,508.0,10.133333333333333,19.183333333333337
Mini Das,2021_05_20_ABI_S5_ABI,2021_05_20_ABI_S5,40,1,0,2,4,500.0,10.0,19.266666666666666
Mark Mimee,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,27,1,0,2,2,491.0,10.583333333333334,13.3
Mei Shen,2021_04_23_MND_S12_MND,2021_04_23_MND_S12,25,3,0,2,5,467.0,10.083333333333334,18.083333333333332
Carolina Tropini,2021_04_23_MND_S8_MND,2021_04_23_MND_S8,21,2,0,2,3,461.0,10.05,18.466666666666665
Kristin Koutmou,2021_10_01_MZT_S11_MZT,2021_10_01_MZT_S11,26,1,0,2,6,458.0,10.0,18.05
Crystal Rogers,2021_05_21_ABI_S13_ABI,2021_05_21_ABI_S13,28,1,0,2,7,451.0,10.183333333333334,18.3
Elaine Hsiao,2021_04_22_MND_S3_MND,2021_04_22_MND_S3,18,2,0,2,3,450.0,0.0833333333333333,10.0
Simon Darroch,2021_06_11_SLU_S10_SLU,2021_06_11_SLU_S10,23,1,0,2,2,449.0,10.133333333333333,19.666666666666668
Joyce Jose,2021_10_01_MZT_S11_MZT,2021_10_01_MZT_S11,14,2,0,2,4,446.0,10.0,18.583333333333332
Uzay Emir,2021_05_21_ABI_S5_ABI,2021_05_21_ABI_S5,30,1,0,2,4,446.0,9.916666666666666,17.416666666666668
Dylan Burnette,2021_05_21_ABI_S8_ABI,2021_05_21_ABI_S8,12,2,0,2,5,433.0,10.016666666666667,18.35
Sara Zimmer,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,12,1,0,2,3,432.0,9.5,18.966666666666665
Meredith MacGregor,2021_06_11_SLU_S12_SLU,2021_06_11_SLU_S12,32,0,0,2,1,414.0,10.116666666666667,19.4
Sixian You,2021_05_21_ABI_S11_ABI,2021_05_21_ABI_S11,14,1,0,2,3,411.0,10.0,19.55
Kai Zhang,2021_04_23_MND_S5_MND,2021_04_23_MND_S5,23,0,0,2,2,398.0,4.416666666666667,13.616666666666667
Mei Shen,2021_04_23_MND_S5_MND,2021_04_23_MND_S5,29,2,0,2,2,396.0,4.533333333333333,14.0
Yang,2021_04_22_MND_S7_MND,2021_04_22_MND_S7,9,3,0,2,1,394.0,12.566666666666666,16.916666666666668
Gregory Fournier,2021_06_11_SLU_S7_SLU,2021_06_11_SLU_S7,25,0,0,2,2,392.0,10.016666666666667,18.433333333333337
Edwin Kite,2021_06_10_SLU_S4_SLU,2021_06_10_SLU_S4,23,1,0,2,3,386.0,10.933333333333334,18.783333333333335
Smadar Naoz,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,12,2,0,2,4,380.0,11.816666666666666,17.716666666666665
Abhishek Shrivastava,2021_04_23_MND_S7_MND,2021_04_23_MND_S7,33,2,0,2,4,378.0,10.0,19.766666666666666
Joshua Brake,2021_05_20_ABI_S7_ABI,2021_05_20_ABI_S7,13,0,0,2,2,375.0,9.95,19.083333333333332
Erin Longbrake,2021_04_22_MND_S1_MND,2021_04_22_MND_S1,21,2,0,2,1,371.0,1.3666666666666667,7.416666666666667
Efrem Lim,2021_10_01_MZT_S4_MZT,2021_10_01_MZT_S4,12,3,0,2,4,369.0,10.016666666666667,18.616666666666667
Samuel Achilefu,2021_05_21_ABI_S13_ABI,2021_05_21_ABI_S13,28,1,0,2,2,365.0,10.0,18.35
Jin Zhang,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,19,0,0,2,0,360.0,9.983333333333333,19.916666666666668
Joseph Levy,2021_06_11_SLU_S4_SLU,2021_06_11_SLU_S4,23,1,0,2,4,350.0,10.5,16.816666666666666
Betül Kaçar,2021_06_11_SLU_S11_SLU,2021_06_11_SLU_S11,21,1,0,2,7,347.0,10.0,19.766666666666666
Kezia Manlove,2021_09_30_MZT_S2_MZT,2021_09_30_MZT_S2,20,0,0,2,7,345.8,10.8,17.95
Mimi Sammarco,2021_05_20_ABI_S2_ABI,2021_05_20_ABI_S2,18,1,0,2,1,341.0,9.95,20.166666666666668
Melike Lakadamyali,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,10,2,0,2,0,334.0,9.25,14.433333333333334
Sixian You,2021_05_21_ABI_S8_ABI,2021_05_21_ABI_S8,28,2,0,2,5,332.0,10.5,17.1
Ziming Yang,2021_06_11_SLU_S8_SLU,2021_06_11_SLU_S8,6,0,0,2,1,331.0,10.433333333333334,16.833333333333332
Troy Clavell Sutton,2021_09_30_MZT_S5_MZT,2021_09_30_MZT_S5,15,1,0,2,1,325.0,9.233333333333333,17.0
Chuck Lewis,2021_10_01_MZT_S7_MZT,2021_10_01_MZT_S7,18,2,0,2,4,324.0,10.266666666666667,18.083333333333332
Dylan Burnette,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,26,3,0,2,6,323.0,9.983333333333333,18.5
Domenico (Nick) Galati,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,14,3,0,2,1,320.0,9.25,15.683333333333334
Paul Robertson,2021_06_11_SLU_S6_SLU,2021_06_11_SLU_S6,26,0,0,2,6,313.0,9.95,17.366666666666667
Domenico (Nick) Galati,2021_05_21_ABI_S13_ABI,2021_05_21_ABI_S13,9,1,0,2,4,305.0,12.45,16.0
Maggie Osburn,2021_06_11_SLU_S2_SLU,2021_06_11_SLU_S2,11,0,0,2,3,304.0,10.416666666666666,18.7
Sarkis Mazmanian,2021_04_23_MND_S4_MND,2021_04_23_MND_S4,22,1,0,2,2,293.0,10.233333333333333,14.15
Arnold Hayer,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,6,1,0,2,1,291.0,10.1,19.633333333333333
Linda Detwiler,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,5,1,0,2,0,291.0,11.533333333333331,16.383333333333333
Jeff Brian Marcum,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,16,1,0,2,2,290.0,10.016666666666667,19.133333333333333
Lisa Poulikakos,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,12,2,0,2,4,289.0,11.3,18.166666666666668
Adela Oliva Chavez,2021_10_01_MZT_S8_MZT,2021_10_01_MZT_S8,8,0,0,2,1,273.0,10.166666666666666,18.016666666666666
Morgan Raven,2021_06_11_SLU_S10_SLU,2021_06_11_SLU_S10,20,2,0,2,1,267.0,10.0,18.5
Will Ludington,2021_04_22_MND_S3_MND,2021_04_22_MND_S3,22,1,0,2,1,265.0,1.2333333333333334,9.783333333333331
Girgis Obaid,2021_05_20_ABI_S4_ABI,2021_05_20_ABI_S4,6,1,0,2,2,264.0,11.133333333333333,18.183333333333337
Erik Sperling,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,8,1,0,2,1,255.0,10.25,19.4
Irene Yang,2021_04_23_MND_S3_MND,2021_04_23_MND_S3,7,1,0,2,1,255.0,13.45,14.283333333333331
Vivian Qian Liu,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,8,1,0,2,5,253.0,11.3,15.816666666666666
Daniel Huber,2021_06_11_SLU_S12_SLU,2021_06_11_SLU_S12,17,2,0,2,4,251.0,10.15,19.833333333333332
Liming Li,2021_06_10_SLU_S5_SLU,2021_06_10_SLU_S5,4,3,0,2,2,245.0,15.316666666666666,18.566666666666663
Paola Boggiatto,2021_10_01_MZT_S7_MZT,2021_10_01_MZT_S7,8,0,0,2,4,240.0,9.983333333333333,18.95
Paola Boggiatto,2021_09_30_MZT_S4_MZT,2021_09_30_MZT_S4,17,0,0,2,1,235.0,9.983333333333333,17.583333333333332
Curt Horvath,2021_09_30_MZT_S4_MZT,2021_09_30_MZT_S4,25,0,0,2,1,229.0,10.066666666666666,18.233333333333334
Lisa Poulikakos,2021_05_21_ABI_S8_ABI,2021_05_21_ABI_S8,14,1,0,2,4,224.0,10.716666666666669,16.85
Coco Zhang,2021_06_11_SLU_S6_SLU,2021_06_11_SLU_S6,12,0,0,2,4,214.0,11.666666666666666,19.9
Shiva Abbaszadeh,2021_05_21_ABI_S12_ABI,2021_05_21_ABI_S12,12,0,0,2,3,212.0,10.033333333333331,17.35
A Ali Yanik,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,16,1,0,2,2,205.0,9.916666666666666,19.116666666666667
Mimi Sammarco,2021_05_21_ABI_S13_ABI,2021_05_21_ABI_S13,17,1,0,2,6,205.0,10.0,18.633333333333333
Gongjie Li,2021_06_10_SLU_S2_SLU,2021_06_10_SLU_S2,8,0,0,2,1,201.0,9.683333333333334,18.533333333333335
Crystal Hepp,2021_10_01_MZT_S7_MZT,2021_10_01_MZT_S7,11,1,0,2,2,200.0,11.583333333333334,17.383333333333333
Mimi Sammarco,2021_05_21_ABI_S7_ABI,2021_05_21_ABI_S7,6,1,0,2,2,200.0,10.0,16.566666666666666
Candace Fleischer,2021_05_21_ABI_S5_ABI,2021_05_21_ABI_S5,4,0,0,2,3,198.0,10.583333333333334,16.6
Qian Liu,2021_05_21_ABI_S10_ABI,2021_05_21_ABI_S10,9,0,0,2,0,198.0,10.233333333333333,19.05
Gillian Zuberberg,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,6,1,0,2,1,194.0,10.216666666666669,12.95
Dylan McCreedy,2021_05_21_ABI_S6_ABI,2021_05_21_ABI_S6,4,1,0,2,2,187.0,9.633333333333333,18.316666666666663
Alexandra Dickinson,2021_05_21_ABI_S11_ABI,2021_05_21_ABI_S11,7,1,0,2,2,182.0,10.366666666666667,12.133333333333333
Chang,2021_09_30_MZT_S4_MZT,2021_09_30_MZT_S4,4,0,0,2,1,180.0,11.983333333333333,14.85
Xun Zhang,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,12,0,0,2,0,180.0,11.866666666666667,16.4
Alexandra Dickinson,2021_05_21_ABI_S15_ABI,2021_05_21_ABI_S15,9,1,0,2,2,168.0,11.133333333333333,17.966666666666665
Molly Bright,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,8,0,0,2,3,168.0,10.033333333333331,15.966666666666669
Paris Perdikaris,2021_05_20_ABI_S4_ABI,2021_05_20_ABI_S4,7,0,0,2,3,165.0,13.666666666666666,19.683333333333337
Brenda Rubenstein,2021_09_30_MZT_S3_MZT,2021_09_30_MZT_S3,6,0,0,2,1,161.0,9.95,17.516666666666666
Nicole Eikmeier,2021_09_30_MZT_S5_MZT,2021_09_30_MZT_S5,3,0,0,2,1,161.0,9.233333333333333,17.25
Seu Sim,2021_05_21_ABI_S1_ABI,2021_05_21_ABI_S1,5,1,0,2,4,159.0,13.45,16.566666666666666
Daniel Becker,2021_09_30_MZT_S2_MZT,2021_09_30_MZT_S2,6,0,0,2,1,158.0,9.75,19.183333333333337
Amina Schartup,2021_04_22_MND_S4_MND,2021_04_22_MND_S4,7,3,0,2,2,147.0,14.983333333333333,18.233333333333334
Ellen Sletten,2021_05_20_ABI_S1_ABI,2021_05_20_ABI_S1,16,0,0,2,1,140.0,10.05,16.9
Katy Keenan,2021_05_21_ABI_S13_ABI,2021_05_21_ABI_S13,12,1,0,2,3,140.0,10.0,17.65
Sarah McEachran,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,5,0,0,2,1,136.0,15.283333333333331,18.9
Nikole Lewis,2021_06_11_SLU_S10_SLU,2021_06_11_SLU_S10,11,1,0,2,3,135.0,10.0,18.45
Wenjing Wang,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,7,0,0,2,2,134.0,10.083333333333334,13.433333333333334
Yevgenia Kozorovitskiy,2021_05_20_ABI_S1_ABI,2021_05_20_ABI_S1,6,1,0,2,0,126.0,10.416666666666666,17.983333333333334
Brenda Rubenstein,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,13,0,0,2,4,66.0,11.133333333333333,17.466666666666665
Sarkis Mazmanian,2021_04_23_MND_S11_MND,2021_04_23_MND_S11,87,5,0,1,10,1472.0,9.916666666666666,19.566666666666663
Maryellen Giger UChicago,2021_05_21_ABI_S10_ABI,2021_05_21_ABI_S10,102,2,0,1,17,977.0,10.233333333333333,19.966666666666665
Christopher Reinhard,2021_06_11_SLU_S7_SLU,2021_06_11_SLU_S7,27,1,0,1,5,937.0,10.0,19.766666666666666
Christoph Thaiss,2021_10_01_MZT_S8_MZT,2021_10_01_MZT_S8,38,2,0,1,3,907.0,10.166666666666666,19.0
Kristen Maitland,2021_05_20_ABI_S7_ABI,2021_05_20_ABI_S7,53,3,0,1,5,899.0,9.95,19.7
Dr. Anna Moore,2021_05_21_ABI_S8_ABI,2021_05_21_ABI_S8,63,3,0,1,6,896.0,10.016666666666667,19.283333333333335
Peter Dorhout,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,31,3,0,1,7,847.0,10.016666666666667,19.716666666666665
Victoria S Meadows,2021_06_10_SLU_S4_SLU,2021_06_10_SLU_S4,97,3,0,1,7,807.0,10.05,20.05
Joyoni Dey,2021_05_20_ABI_S5_ABI,2021_05_20_ABI_S5,41,2,0,1,3,772.0,10.0,19.783333333333335
Brad Smith,2021_05_21_ABI_S15_ABI,2021_05_21_ABI_S15,82,2,0,1,3,766.0,10.25,20.3
Faranak Fattahi,2021_04_23_MND_S1_MND,2021_04_23_MND_S1,24,0,0,1,0,719.0,10.033333333333331,19.133333333333333
David Van Valen,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,38,1,0,1,5,715.0,9.783333333333331,19.116666666666667
Benjamin Bartelle,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,38,3,0,1,9,714.0,9.816666666666666,17.666666666666668
Brian Pogue,2021_05_21_ABI_S1_ABI,2021_05_21_ABI_S1,106,2,0,1,12,705.5,9.983333333333333,19.033333333333335
